qty,n_trades,total_qty,vol_share
474.36155,1,474.36155,0.0028185843379097235
472.932,1,472.932,0.002810090168767518
471.51678,1,471.51678,0.0028016811463104983
470.46088,1,470.46088,0.0027954071487607413
470.12247,1,470.12247,0.0027933963679000412
469.8,1,469.8,0.0027914803001001832
469.77386,1,469.77386,0.0027913249801873596
469.12216,1,469.12216,0.002787452677693585
468.234,1,468.234,0.0027821753657665156
467.41832,1,467.41832,0.0027773287189994116
466.05943,1,466.05943,0.0027692544008533853
463.90819,1,463.90819,0.002756472059259542
463.87719,1,463.87719,0.0027562878619643034
457.5852,1,457.5852,0.0027189018122975783
456.51523,1,456.51523,0.002712544212943176
451.50912,1,451.50912,0.0026827986670829493
225.504,2,451.008,0.002679821088096176
449.2854,1,449.2854,0.002669585660329142
449.09901,1,449.09901,0.002668478159236899
448.10067,1,448.10067,0.0026625461744714625
223.938,2,447.876,0.002661211219428841
442.88687,1,442.88687,0.0026315665661516196
442.5516,1,442.5516,0.0026295744426943725
437.92496,1,437.92496,0.0026020836499833135
437.66616,1,437.66616,0.0026005458996604825
437.44056,1,437.44056,0.002599205418699004
435.25404,1,435.25404,0.002586213448699483
434.69118,1,434.69118,0.0025828690200027727
434.565,1,434.565,0.0025821192775926697
433.6254,1,433.6254,0.002576536316992469
425.952,1,425.952,0.0025309421387574994
423.41494,1,423.41494,0.0025158673132782057
422.037,1,422.037,0.002507679802923331
418.36114,1,418.36114,0.0024858384006757233
416.556,1,416.556,0.0024751125327554958
414.99,1,414.99,0.0024658075984218286
414.61518,1,414.61518,0.0024635804748669465
412.1712,1,412.1712,0.0024490587166212273
409.79386,1,409.79386,0.002434932923141789
101.79,4,407.16,0.002419282926753492
400.896,1,400.896,0.0023820631894188233
400.64908,1,400.64908,0.0023805960282530063
399.0168,1,399.0168,0.002370897268218422
392.45092,1,392.45092,0.002331883805739023
391.5,1,391.5,0.0023262335834168192
390.82632,1,390.82632,0.0023222306790988724
389.14489,1,389.14489,0.0023122398772236117
386.74418,1,386.74418,0.002297975222750956
385.236,1,385.236,0.00228901384608215
384.6096,1,384.6096,0.0022852918723486834
